Timestamp,Tilt Angle,Direction,Temperature
2024-02-26 00:00:00,0.029,42.58,5.055
2024-02-26 00:01:00,0.017,44.749,5.022
2024-02-26 00:02:00,0.007,46.832,6.39
2024-02-26 00:03:00,0.001,45.276,4.783
2024-02-26 00:04:00,0.001,44.532,5.675
2024-02-26 00:05:00,0.03,45.485,4.788
2024-02-26 00:06:00,0.005,45.104,4.66
2024-02-26 00:07:00,0.003,45.876,4.618
2024-02-26 00:08:00,0.006,44.631,4.564
2024-02-26 00:09:00,0.022,45.462,5.055
2024-02-26 00:10:00,0.018,45.949,5.02
2024-02-26 00:11:00,0.015,45.889,4.062
2024-02-26 00:12:00,0.057,43.872,5.24
2024-02-26 00:13:00,0.028,44.726,4.814
2024-02-26 00:14:00,0.016,45.057,5.566
2024-02-26 00:15:00,0.036,45.24,4.568
2024-02-26 00:16:00,0.015,46.199,4.506
2024-02-26 00:17:00,0.043,45.018,5.439
2024-02-26 00:18:00,0.001,44.712,4.918
2024-02-26 00:19:00,0.036,44.64,4.813
2024-02-26 00:20:00,0.027,46.452,5.108
2024-02-26 00:21:00,0.005,44.401,4.623
2024-02-26 00:22:00,0.02,44.667,5.17
2024-02-26 00:23:00,0.031,45.777,5.232
2024-02-26 00:24:00,0.003,45.098,5.587
2024-02-26 00:25:00,0.035,45.315,4.884
2024-02-26 00:26:00,0.043,43.665,4.022
2024-02-26 00:27:00,0.027,44.69,4.553
2024-02-26 00:28:00,0.019,46.224,5.016
2024-02-26 00:29:00,0.019,46.306,5.577
2024-02-26 00:30:00,0.044,43.993,5.26
2024-02-26 00:31:00,0.023,44.832,5.854
2024-02-26 00:32:00,0.036,43.158,5.205
2024-02-26 00:33:00,0.045,45.815,4.809
2024-02-26 00:34:00,0.037,42.517,4.366
2024-02-26 00:35:00,0.066,46.526,5.408
2024-02-26 00:36:00,0.042,44.676,5.512
2024-02-26 00:37:00,0.062,46.744,4.734
2024-02-26 00:38:00,0.02,43.409,5.767
2024-02-26 00:39:00,0.055,44.255,3.886
2024-02-26 00:40:00,0.048,43.259,5.435
2024-02-26 00:41:00,0.048,47.029,4.561
2024-02-26 00:42:00,0.081,45.462,5.003
2024-02-26 00:43:00,0.031,45.272,6.231
2024-02-26 00:44:00,0.063,45.524,5.576
2024-02-26 00:45:00,0.071,45.265,5.553
2024-02-26 00:46:00,0.044,46.179,4.979
2024-02-26 00:47:00,0.061,48.471,5.194
2024-02-26 00:48:00,0.095,44.733,4.997
2024-02-26 00:49:00,0.046,43.158,5.605
2024-02-26 00:50:00,0.046,44.192,5.295
2024-02-26 00:51:00,0.068,44.922,4.92
2024-02-26 00:52:00,0.078,45.307,4.477
2024-02-26 00:53:00,0.093,45.707,5.382
2024-02-26 00:54:00,0.068,45.166,5.339
2024-02-26 00:55:00,0.063,43.576,5.332
2024-02-26 00:56:00,0.055,43.84,5.253
2024-02-26 00:57:00,0.045,45.275,5.118
2024-02-26 00:58:00,0.059,45.512,5.411
2024-02-26 00:59:00,0.088,44.829,4.762
2024-02-26 01:00:00,0.088,44.294,4.685
2024-02-26 01:01:00,0.05,46.593,4.721
2024-02-26 01:02:00,0.065,44.569,4.639
2024-02-26 01:03:00,0.078,44.853,4.5
2024-02-26 01:04:00,0.076,45.165,4.631
2024-02-26 01:05:00,0.064,42.698,5.239
2024-02-26 01:06:00,0.057,47.226,5.143
2024-02-26 01:07:00,0.071,45.116,4.503
2024-02-26 01:08:00,0.08,43.933,4.426
2024-02-26 01:09:00,0.079,44.541,5.144
2024-02-26 01:10:00,0.085,44.474,5.335
2024-02-26 01:11:00,0.064,45.646,6.076
2024-02-26 01:12:00,0.057,43.958,5.183
2024-02-26 01:13:00,0.075,44.71,5.087
2024-02-26 01:14:00,0.059,44.365,4.635
2024-02-26 01:15:00,0.099,45.255,4.889
2024-02-26 01:16:00,0.099,46.608,3.617
2024-02-26 01:17:00,0.081,45.463,5.474
2024-02-26 01:18:00,0.072,42.874,5.389
2024-02-26 01:19:00,0.074,45.727,5.598
2024-02-26 01:20:00,0.111,45.977,5.074
2024-02-26 01:21:00,0.136,43.768,5.648
2024-02-26 01:22:00,0.082,45.616,3.962
2024-02-26 01:23:00,0.08,45.363,4.597
2024-02-26 01:24:00,0.064,44.77,4.369
2024-02-26 01:25:00,0.134,45.829,4.813
2024-02-26 01:26:00,0.133,45.513,5.535
2024-02-26 01:27:00,0.109,43.037,4.553
2024-02-26 01:28:00,0.123,44.521,5.291
2024-02-26 01:29:00,0.116,45.039,6.764
2024-02-26 01:30:00,0.083,44.948,5.437
2024-02-26 01:31:00,0.125,46.268,4.769
2024-02-26 01:32:00,0.127,45.238,4.571
2024-02-26 01:33:00,0.141,44.804,4.467
2024-02-26 01:34:00,0.123,43.386,3.865
2024-02-26 01:35:00,0.112,45.899,5.087
2024-02-26 01:36:00,0.111,45.999,5.271
2024-02-26 01:37:00,0.147,45.623,5.649
2024-02-26 01:38:00,0.105,45.2,4.755
2024-02-26 01:39:00,0.149,45.148,5.49
2024-02-26 01:40:00,0.122,45.516,4.052
2024-02-26 01:41:00,0.098,44.542,5.815
2024-02-26 01:42:00,0.12,44.96,4.74
2024-02-26 01:43:00,0.133,44.363,5.357
2024-02-26 01:44:00,0.113,44.829,6.506
2024-02-26 01:45:00,0.138,45.532,5.127
2024-02-26 01:46:00,0.169,45.789,5.162
2024-02-26 01:47:00,0.128,45.467,4.87
2024-02-26 01:48:00,0.083,46.238,5.222
2024-02-26 01:49:00,0.169,46.109,5.682
2024-02-26 01:50:00,0.162,45.909,4.076
2024-02-26 01:51:00,0.175,44.487,5.231
2024-02-26 01:52:00,0.136,45.599,4.954
2024-02-26 01:53:00,0.132,44.221,5.16
2024-02-26 01:54:00,0.142,43.537,3.979
2024-02-26 01:55:00,0.109,45.796,5.354
2024-02-26 01:56:00,0.166,43.976,5.011
2024-02-26 01:57:00,0.117,44.206,5.287
2024-02-26 01:58:00,0.147,46.17,4.715
2024-02-26 01:59:00,0.161,43.034,4.596
2024-02-26 02:00:00,0.172,44.688,5.322
2024-02-26 02:01:00,0.132,44.116,5.01
2024-02-26 02:02:00,0.138,48.324,3.975
2024-02-26 02:03:00,0.164,44.489,5.2
2024-02-26 02:04:00,0.157,45.133,5.774
2024-02-26 02:05:00,0.145,44.217,3.989
2024-02-26 02:06:00,0.13,45.556,3.862
2024-02-26 02:07:00,0.177,44.911,4.178
2024-02-26 02:08:00,0.166,45.12,4.97
2024-02-26 02:09:00,0.142,44.889,4.991
2024-02-26 02:10:00,0.153,46.77,4.904
2024-02-26 02:11:00,0.164,45.078,4.675
2024-02-26 02:12:00,0.154,45.302,4.532
2024-02-26 02:13:00,0.141,44.532,5.128
2024-02-26 02:14:00,0.144,45.276,5.349
2024-02-26 02:15:00,0.168,44.042,3.922
2024-02-26 02:16:00,0.167,43.302,4.408
2024-02-26 02:17:00,0.192,44.041,5.364
2024-02-26 02:18:00,0.166,46.824,5.059
2024-02-26 02:19:00,0.191,46.401,4.565
2024-02-26 02:20:00,0.18,44.695,4.538
2024-02-26 02:21:00,0.174,44.409,5.263
2024-02-26 02:22:00,0.214,44.677,4.637
2024-02-26 02:23:00,0.186,45.743,4.77
2024-02-26 02:24:00,0.14,47.057,4.928
2024-02-26 02:25:00,0.216,44.088,4.815
2024-02-26 02:26:00,0.181,44.794,4.429
2024-02-26 02:27:00,0.243,45.196,4.628
2024-02-26 02:28:00,0.159,45.302,4.74
2024-02-26 02:29:00,0.155,44.775,5.13
2024-02-26 02:30:00,0.181,44.855,5.178
2024-02-26 02:31:00,0.204,44.335,4.609
2024-02-26 02:32:00,0.144,44.55,5.364
2024-02-26 02:33:00,0.216,45.37,5.299
2024-02-26 02:34:00,0.201,43.862,5.172
2024-02-26 02:35:00,0.228,45.959,4.591
2024-02-26 02:36:00,0.208,45.522,4.73
2024-02-26 02:37:00,0.211,46.274,5.7
2024-02-26 02:38:00,0.178,44.624,4.578
2024-02-26 02:39:00,0.226,46.751,5.265
2024-02-26 02:40:00,0.205,44.483,4.877
2024-02-26 02:41:00,0.188,44.947,5.112
2024-02-26 02:42:00,0.197,42.949,4.566
2024-02-26 02:43:00,0.198,45.888,4.07
2024-02-26 02:44:00,0.215,46.283,5.421
2024-02-26 02:45:00,0.196,44.558,3.865
2024-02-26 02:46:00,0.223,45.619,4.967
2024-02-26 02:47:00,0.229,43.919,5.552
2024-02-26 02:48:00,0.253,43.371,5.236
2024-02-26 02:49:00,0.183,45.171,5.233
2024-02-26 02:50:00,0.251,44.76,4.092
2024-02-26 02:51:00,0.234,46.872,5.773
2024-02-26 02:52:00,0.225,45.628,4.723
2024-02-26 02:53:00,0.197,44.436,5.424
2024-02-26 02:54:00,0.204,46.315,3.712
2024-02-26 02:55:00,0.18,44.11,5.262
2024-02-26 02:56:00,0.24,44.133,6.2
2024-02-26 02:57:00,0.213,43.251,5.51
2024-02-26 02:58:00,0.209,44.524,4.785
2024-02-26 02:59:00,0.21,46.421,4.706
2024-02-26 03:00:00,0.231,44.768,4.572
2024-02-26 03:01:00,0.228,44.244,5.249
2024-02-26 03:02:00,0.215,44.323,4.822
2024-02-26 03:03:00,0.231,46.849,5.467
2024-02-26 03:04:00,0.195,46.197,5.104
2024-02-26 03:05:00,0.214,44.423,4.373
2024-02-26 03:06:00,0.215,47.66,4.99
2024-02-26 03:07:00,0.21,45.065,4.96
2024-02-26 03:08:00,0.266,46.056,4.654
2024-02-26 03:09:00,0.229,45.205,4.768
2024-02-26 03:10:00,0.199,44.041,4.309
2024-02-26 03:11:00,0.203,44.93,5.006
2024-02-26 03:12:00,0.251,44.387,4.745
2024-02-26 03:13:00,0.238,43.696,5.035
2024-02-26 03:14:00,0.197,44.705,4.379
2024-02-26 03:15:00,0.243,46.52,4.808
2024-02-26 03:16:00,0.244,44.426,4.162
2024-02-26 03:17:00,0.224,46.194,4.36
2024-02-26 03:18:00,0.235,45.3,5.621
2024-02-26 03:19:00,0.253,44.716,5.415
2024-02-26 03:20:00,0.24,45.424,4.475
2024-02-26 03:21:00,0.226,44.919,5.24
2024-02-26 03:22:00,0.198,43.895,4.396
2024-02-26 03:23:00,0.222,42.813,4.192
2024-02-26 03:24:00,0.217,43.706,4.928
2024-02-26 03:25:00,0.233,45.019,4.453
2024-02-26 03:26:00,0.251,45.549,4.71
2024-02-26 03:27:00,0.266,44.251,5.273
2024-02-26 03:28:00,0.236,44.555,5.18
2024-02-26 03:29:00,0.246,44.959,5.346
2024-02-26 03:30:00,0.235,45.863,5.728
2024-02-26 03:31:00,0.291,43.198,4.402
2024-02-26 03:32:00,0.263,45.797,5.384
2024-02-26 03:33:00,0.224,45.085,4.541
2024-02-26 03:34:00,0.264,45.992,4.92
2024-02-26 03:35:00,0.223,45.457,6.183
2024-02-26 03:36:00,0.241,44.271,3.942
2024-02-26 03:37:00,0.214,45.124,4.737
2024-02-26 03:38:00,0.239,45.595,4.307
2024-02-26 03:39:00,0.253,43.909,5.416
2024-02-26 03:40:00,0.275,46.516,4.087
2024-02-26 03:41:00,0.311,45.003,4.289
2024-02-26 03:42:00,0.275,44.407,5.032
2024-02-26 03:43:00,0.261,44.44,4.774
2024-02-26 03:44:00,0.256,45.23,4.29
2024-02-26 03:45:00,0.263,43.425,5.015
2024-02-26 03:46:00,0.265,44.055,5.493
2024-02-26 03:47:00,0.292,45.17,5.988
2024-02-26 03:48:00,0.286,44.004,5.186
2024-02-26 03:49:00,0.276,45.51,4.263
2024-02-26 03:50:00,0.257,45.264,4.952
2024-02-26 03:51:00,0.28,45.494,5.257
2024-02-26 03:52:00,0.273,44.692,3.729
2024-02-26 03:53:00,0.281,45.687,5.181
2024-02-26 03:54:00,0.291,44.923,4.88
2024-02-26 03:55:00,0.304,43.934,5.155
2024-02-26 03:56:00,0.275,44.042,4.835
2024-02-26 03:57:00,0.298,45.599,4.969
2024-02-26 03:58:00,0.327,43.133,5.969
2024-02-26 03:59:00,0.306,43.317,5.308
2024-02-26 04:00:00,0.289,43.783,5.087
2024-02-26 04:01:00,0.298,44.334,4.578
2024-02-26 04:02:00,0.292,45.155,4.734
2024-02-26 04:03:00,0.269,42.705,4.074
2024-02-26 04:04:00,0.309,44.911,4.763
2024-02-26 04:05:00,0.278,46.667,4.797
2024-02-26 04:06:00,0.275,43.512,4.639
2024-02-26 04:07:00,0.324,44.923,4.873
2024-02-26 04:08:00,0.276,43.79,5.045
2024-02-26 04:09:00,0.32,45.617,4.397
2024-02-26 04:10:00,0.322,44.052,5.044
2024-02-26 04:11:00,0.299,46.302,6.28
2024-02-26 04:12:00,0.347,44.325,6.094
2024-02-26 04:13:00,0.315,42.059,5.536
2024-02-26 04:14:00,0.301,47.19,4.75
2024-02-26 04:15:00,0.319,42.964,5.638
2024-02-26 04:16:00,0.331,45.155,5.455
2024-02-26 04:17:00,0.318,44.333,4.029
2024-02-26 04:18:00,0.349,44.973,5.461
2024-02-26 04:19:00,0.353,44.726,4.312
2024-02-26 04:20:00,0.328,44.289,4.694
2024-02-26 04:21:00,0.368,44.102,4.929
2024-02-26 04:22:00,0.388,44.864,5.29
2024-02-26 04:23:00,0.374,45.246,5.613
2024-02-26 04:24:00,0.38,45.722,4.522
2024-02-26 04:25:00,0.366,46.486,4.328
2024-02-26 04:26:00,0.392,46.508,5.053
2024-02-26 04:27:00,0.393,43.9,4.283
2024-02-26 04:28:00,0.402,45.698,4.808
2024-02-26 04:29:00,0.42,44.416,5.376
2024-02-26 04:30:00,0.396,45.712,4.49
2024-02-26 04:31:00,0.443,44.965,5.151
2024-02-26 04:32:00,0.401,46.182,4.48
2024-02-26 04:33:00,0.41,45.458,5.127
2024-02-26 04:34:00,0.401,45.129,4.737
2024-02-26 04:35:00,0.404,46.724,4.897
2024-02-26 04:36:00,0.442,46.01,4.928
2024-02-26 04:37:00,0.448,43.381,4.153
2024-02-26 04:38:00,0.384,44.763,5.304
2024-02-26 04:39:00,0.409,46.064,4.259
2024-02-26 04:40:00,0.441,46.977,4.587
2024-02-26 04:41:00,0.452,45.012,4.718
2024-02-26 04:42:00,0.468,45.714,5.738
2024-02-26 04:43:00,0.428,45.108,5.198
2024-02-26 04:44:00,0.484,43.868,4.813
2024-02-26 04:45:00,0.453,43.468,4.624
2024-02-26 04:46:00,0.483,45.543,4.698
2024-02-26 04:47:00,0.489,45.218,4.671
2024-02-26 04:48:00,0.481,43.981,5.187
2024-02-26 04:49:00,0.492,44.562,5.557
2024-02-26 04:50:00,0.46,43.387,4.875
2024-02-26 04:51:00,0.486,45.326,5.567
2024-02-26 04:52:00,0.502,45.373,4.835
2024-02-26 04:53:00,0.493,44.957,5.113
2024-02-26 04:54:00,0.53,44.219,5.906
2024-02-26 04:55:00,0.548,44.535,5.074
2024-02-26 04:56:00,0.522,44.878,4.812
2024-02-26 04:57:00,0.539,46.392,4.622
2024-02-26 04:58:00,0.541,44.16,4.97
2024-02-26 04:59:00,0.544,45.767,5.096
2024-02-26 05:00:00,0.554,44.968,4.381
2024-02-26 05:01:00,0.562,45.614,4.235
2024-02-26 05:02:00,0.551,45.134,4.966
2024-02-26 05:03:00,0.566,45.694,4.78
2024-02-26 05:04:00,0.535,46.298,5.003
2024-02-26 05:05:00,0.54,44.713,4.623
2024-02-26 05:06:00,0.579,45.391,5.023
2024-02-26 05:07:00,0.588,45.098,4.636
2024-02-26 05:08:00,0.586,46.206,3.912
2024-02-26 05:09:00,0.625,46.416,5.172
2024-02-26 05:10:00,0.585,45.553,5.054
2024-02-26 05:11:00,0.608,46.364,4.635
2024-02-26 05:12:00,0.628,46.019,5.353
2024-02-26 05:13:00,0.608,43.666,5.06
2024-02-26 05:14:00,0.625,44.874,4.361
2024-02-26 05:15:00,0.584,45.735,4.892
2024-02-26 05:16:00,0.623,45.139,5.217
2024-02-26 05:17:00,0.607,44.274,4.178
2024-02-26 05:18:00,0.661,44.869,4.303
2024-02-26 05:19:00,0.623,43.973,5.128
2024-02-26 05:20:00,0.603,44.801,4.807
2024-02-26 05:21:00,0.633,44.348,4.997
2024-02-26 05:22:00,0.664,44.597,4.887
2024-02-26 05:23:00,0.647,45.243,5.015
2024-02-26 05:24:00,0.656,44.698,5.046
2024-02-26 05:25:00,0.668,45.108,4.575
2024-02-26 05:26:00,0.666,44.513,4.018
2024-02-26 05:27:00,0.684,45.147,5.433
2024-02-26 05:28:00,0.666,42.865,5.074
2024-02-26 05:29:00,0.671,45.991,4.675
2024-02-26 05:30:00,0.678,46.25,5.335
2024-02-26 05:31:00,0.68,45.902,5.685
2024-02-26 05:32:00,0.731,45.756,4.224
2024-02-26 05:33:00,0.697,43.108,5.293
2024-02-26 05:34:00,0.739,43.789,4.893
2024-02-26 05:35:00,0.7,44.861,4.628
2024-02-26 05:36:00,0.697,44.634,5.38
2024-02-26 05:37:00,0.737,45.153,5.457
2024-02-26 05:38:00,0.71,45.338,5.075
2024-02-26 05:39:00,0.703,43.492,4.897
2024-02-26 05:40:00,0.745,42.435,5.02
2024-02-26 05:41:00,0.73,45.909,5.748
2024-02-26 05:42:00,0.736,46.298,4.414
2024-02-26 05:43:00,0.74,43.804,5.129
2024-02-26 05:44:00,0.783,46.61,5.242
2024-02-26 05:45:00,0.738,45.638,4.772
2024-02-26 05:46:00,0.756,45.555,5.095
2024-02-26 05:47:00,0.745,42.814,5.561
2024-02-26 05:48:00,0.753,45.101,5.04
2024-02-26 05:49:00,0.806,44.515,5.398
2024-02-26 05:50:00,0.803,44.41,5.768
2024-02-26 05:51:00,0.787,44.237,4.91
2024-02-26 05:52:00,0.781,42.925,5.209
2024-02-26 05:53:00,0.8,45.455,4.863
2024-02-26 05:54:00,0.824,45.346,5.307
2024-02-26 05:55:00,0.798,44.729,5.602
2024-02-26 05:56:00,0.795,45.2,5.583
2024-02-26 05:57:00,0.812,45.567,3.629
2024-02-26 05:58:00,0.82,46.193,5.516
2024-02-26 05:59:00,0.84,45.79,5.426
2024-02-26 06:00:00,0.852,45.008,4.777
2024-02-26 06:01:00,0.829,43.731,5.03
2024-02-26 06:02:00,0.858,44.895,5.691
2024-02-26 06:03:00,0.819,43.467,5.16
2024-02-26 06:04:00,0.835,45.18,5.292
2024-02-26 06:05:00,0.842,46.446,4.331
2024-02-26 06:06:00,0.851,44.047,5.097
2024-02-26 06:07:00,0.842,43.25,4.935
2024-02-26 06:08:00,0.865,43.89,4.476
2024-02-26 06:09:00,0.893,43.838,5.307
2024-02-26 06:10:00,0.92,44.593,5.057
2024-02-26 06:11:00,0.906,45.778,5.233
2024-02-26 06:12:00,0.894,44.971,5.4
2024-02-26 06:13:00,0.926,43.369,4.822
2024-02-26 06:14:00,0.919,45.24,5.585
2024-02-26 06:15:00,0.888,45.502,5.477
2024-02-26 06:16:00,0.914,44.309,5.306
2024-02-26 06:17:00,0.871,45.262,4.746
2024-02-26 06:18:00,0.916,44.334,5.242
2024-02-26 06:19:00,0.959,45.025,4.527
2024-02-26 06:20:00,0.913,44.739,4.428
2024-02-26 06:21:00,0.906,44.394,4.69
2024-02-26 06:22:00,0.951,46.026,5.096
2024-02-26 06:23:00,0.961,45.804,4.791
2024-02-26 06:24:00,0.92,45.53,5.185
2024-02-26 06:25:00,0.926,45.804,5.643
2024-02-26 06:26:00,0.964,44.535,5.281
2024-02-26 06:27:00,0.945,43.963,5.615
2024-02-26 06:28:00,0.963,43.977,4.435
2024-02-26 06:29:00,0.986,43.993,4.523
2024-02-26 06:30:00,0.959,44.258,4.799
2024-02-26 06:31:00,1.026,45.42,4.569
2024-02-26 06:32:00,0.979,43.256,5.835
2024-02-26 06:33:00,0.965,44.643,4.609
2024-02-26 06:34:00,0.985,44.402,4.343
2024-02-26 06:35:00,0.988,47.353,4.696
2024-02-26 06:36:00,0.983,43.878,4.735
2024-02-26 06:37:00,1.013,44.092,4.319
2024-02-26 06:38:00,1.006,45.493,4.812
2024-02-26 06:39:00,1.009,43.698,4.745
2024-02-26 06:40:00,1.012,46.617,3.486
2024-02-26 06:41:00,1.012,45.68,4.662
2024-02-26 06:42:00,1.017,47.14,4.227
2024-02-26 06:43:00,1.073,43.734,5.432
2024-02-26 06:44:00,1.068,43.508,5.731
2024-02-26 06:45:00,1.019,44.998,4.535
2024-02-26 06:46:00,1.068,45.212,4.913
2024-02-26 06:47:00,1.083,44.41,5.309
2024-02-26 06:48:00,1.071,45.74,4.64
2024-02-26 06:49:00,1.049,43.629,4.47
2024-02-26 06:50:00,1.059,45.291,5.137
2024-02-26 06:51:00,1.029,46.054,4.955
2024-02-26 06:52:00,1.081,44.196,6.21
2024-02-26 06:53:00,1.048,47.137,4.794
2024-02-26 06:54:00,1.077,47.01,5.215
2024-02-26 06:55:00,1.08,44.298,5.243
2024-02-26 06:56:00,1.122,43.305,5.136
2024-02-26 06:57:00,1.118,44.946,5.293
2024-02-26 06:58:00,1.118,43.896,4.881
2024-02-26 06:59:00,1.088,46.094,4.851
2024-02-26 07:00:00,1.149,44.028,5.617
2024-02-26 07:01:00,1.091,44.792,5.021
2024-02-26 07:02:00,1.139,44.771,4.796
2024-02-26 07:03:00,1.142,45.144,4.646
2024-02-26 07:04:00,1.148,43.792,4.846
2024-02-26 07:05:00,1.148,45.672,5.412
2024-02-26 07:06:00,1.151,44.585,6.104
2024-02-26 07:07:00,1.133,45.22,4.479
2024-02-26 07:08:00,1.154,44.954,4.65
2024-02-26 07:09:00,1.113,44.494,5.055
2024-02-26 07:10:00,1.176,44.457,4.966
2024-02-26 07:11:00,1.146,45.197,5.407
2024-02-26 07:12:00,1.187,44.516,4.399
2024-02-26 07:13:00,1.211,44.725,5.143
2024-02-26 07:14:00,1.173,44.987,5.294
2024-02-26 07:15:00,1.205,45.53,5.559
2024-02-26 07:16:00,1.19,43.674,4.26
2024-02-26 07:17:00,1.209,44.56,5.108
2024-02-26 07:18:00,1.229,45.006,4.243
2024-02-26 07:19:00,1.21,44.293,4.721
2024-02-26 07:20:00,1.184,44.364,5.117
2024-02-26 07:21:00,1.202,44.519,4.682
2024-02-26 07:22:00,1.224,45.022,4.451
2024-02-26 07:23:00,1.226,44.905,5.477
2024-02-26 07:24:00,1.247,44.762,4.853
2024-02-26 07:25:00,1.224,46.081,5.739
2024-02-26 07:26:00,1.267,44.718,5.783
2024-02-26 07:27:00,1.217,45.48,5.1
2024-02-26 07:28:00,1.245,47.182,4.842
2024-02-26 07:29:00,1.293,46.338,4.08
2024-02-26 07:30:00,1.251,45.066,5.345
2024-02-26 07:31:00,1.268,42.932,5.647
2024-02-26 07:32:00,1.228,45.32,5.128
2024-02-26 07:33:00,1.289,45.078,5.551
2024-02-26 07:34:00,1.272,46.223,4.815
2024-02-26 07:35:00,1.29,44.087,4.651
2024-02-26 07:36:00,1.287,43.154,5.214
2024-02-26 07:37:00,1.292,45.959,5.082
2024-02-26 07:38:00,1.272,45.294,4.392
2024-02-26 07:39:00,1.277,44.146,4.964
2024-02-26 07:40:00,1.288,45.976,5.813
2024-02-26 07:41:00,1.315,46.37,5.191
2024-02-26 07:42:00,1.312,43.138,5.314
2024-02-26 07:43:00,1.33,45.199,4.673
2024-02-26 07:44:00,1.335,47.145,5.275
2024-02-26 07:45:00,1.331,45.471,5.206
2024-02-26 07:46:00,1.344,43.022,5.562
2024-02-26 07:47:00,1.342,47.767,5.567
2024-02-26 07:48:00,1.346,45.214,4.617
2024-02-26 07:49:00,1.356,44.229,5.166
2024-02-26 07:50:00,1.345,44.219,5.105
2024-02-26 07:51:00,1.373,44.078,5.1
2024-02-26 07:52:00,1.399,44.866,4.609
2024-02-26 07:53:00,1.389,44.339,5.084
2024-02-26 07:54:00,1.374,45.548,5.311
2024-02-26 07:55:00,1.35,45.237,4.256
2024-02-26 07:56:00,1.374,46.983,5.353
2024-02-26 07:57:00,1.413,44.047,5.56
2024-02-26 07:58:00,1.411,43.175,5.552
2024-02-26 07:59:00,1.418,44.561,5.111
2024-02-26 08:00:00,1.414,43.859,5.693
2024-02-26 08:01:00,1.412,45.413,3.808
2024-02-26 08:02:00,1.398,45.541,4.995
2024-02-26 08:03:00,1.386,44.82,4.465
2024-02-26 08:04:00,1.427,44.294,4.959
2024-02-26 08:05:00,1.415,44.41,4.588
2024-02-26 08:06:00,1.452,44.979,3.676
2024-02-26 08:07:00,1.436,45.314,5.689
2024-02-26 08:08:00,1.462,44.857,4.749
2024-02-26 08:09:00,1.46,45.048,4.559
2024-02-26 08:10:00,1.476,44.884,5.704
2024-02-26 08:11:00,1.481,44.364,5.019
2024-02-26 08:12:00,1.442,44.465,5.351
2024-02-26 08:13:00,1.454,43.842,4.726
2024-02-26 08:14:00,1.451,44.958,5.455
2024-02-26 08:15:00,1.485,45.556,5.756
2024-02-26 08:16:00,1.513,43.264,5.684
2024-02-26 08:17:00,1.492,46.219,4.219
2024-02-26 08:18:00,1.507,44.884,4.292
2024-02-26 08:19:00,1.508,45.838,5.565
